seq	C	
308	0.724
309	0.727
310	0.576
311	0.648
312	0.284
313	0.287
314	0.575
315	1.369
316	1.617
317	0.447
318	0.246
319	0.345
320	0.644
321	0.264
322	0.564
323	0.682
324	0.403
325	0.598
326	0.837
327	0.175
328	0.344
329	1.039
330	0.38
331	0.216
332	0.652
333	0.575
334	0.45
335	0.692
336	0.989
337	0.367
338	0.226
339	0.449
340	0.337
341	0.41
342	0.594
343	0.437
344	0.346
345	0.724
346	0.829
347	0.379
348	0.611
349	0.815
350	1.286
351	0.79
352	0.432
353	0.391
354	0.414
355	0.695
356	0.28
357	0.302
358	0.211
359	0.312
360	0.301
361	0.171
362	0.373
363	0.814
364	0.332
365	0.387
366	0.342
367	0.222
368	0.303
369	0.471
370	0.62
371	0.779
372	0.392
373	0.229
374	0.357
375	0.16
376	0.203
377	0.23
378	0.174
379	0.444
380	0.984
381	0.323
382	0.45
383	0.633
384	0.398
385	0.552
386	0.386
387	0.406
388	0.313
389	0.352
390	0.552
391	0.98
392	1.112
393	1.249
394	0.534
395	0.298
396	0.427
397	0.783
398	0.332
399	0.291
400	0.537
401	0.407
402	0.466
403	0.626
404	0.464
405	0.333
406	0.452
407	0.447
408	0.684
409	0.671
410	0.745
411	0.386
412	0.333
413	0.429
414	0.35
415	0.719
416	0.58
417	0.386
418	0.537
419	0.412
420	0.448
421	0.445
422	0.412
423	0.269
424	0.231
425	0.303
426	0.519
427	0.792
428	0.279
429	0.232
430	0.219
431	0.289
432	0.638
433	0.199
434	0.313
435	0.404
436	0.411
437	0.625
438	0.327
439	0.233
440	0.398
441	0.508
442	0.197
443	0.458
444	0.679
445	0.461
446	0.167
447	0.503
448	0.522
449	0.586
450	0.874
451	0.406
452	0.517
453	0.786
454	0.348
455	0.561
456	0.245
457	0.323
458	0.241
459	0.566
460	0.427
461	0.414
462	0.44
463	0.551
464	0.325
465	0.365
466	0.251
467	0.171
468	0.169
469	0.223
470	0.359
471	0.249
472	0.426
473	0.155
474	0.27
475	0.535
476	1.333
477	1.36
478	1.346
479	1.161
480	0.418
481	0.67
482	0.737
483	0.305
484	0.497
485	0.758
486	0.531
487	0.354
488	0.514
489	0.814
490	0.853
491	0.303
492	0.349
493	0.59
494	0.313
495	0.735
496	0.333
497	0.236
498	0.278
499	0.867
500	0.416
501	0.599
502	0.274
503	0.267
504	0.186
505	0.241
506	0.256
507	0.248
508	0.633
509	0.839
510	0.338
511	0.62
512	0.9
513	1.36
514	0.426
515	0.347
516	0.274
517	0.635
518	0.39
519	0.972
520	0.737
521	0.744
522	1.037
523	0.746
524	0.751
525	1.048
526	1.244
527	1.494
528	1.405
529	0.506
530	0.418
531	0.34
532	0.436
533	0.172
534	0.309
535	0.153
536	0.191
537	0.437
538	0.657
539	0.915
540	1.531
541	1.138
542	0.429
543	0.24
544	0.175
545	0.973
546	0.266
547	0.245
548	0.357
549	0.159
550	0.375
551	0.269
552	0.162
553	0.535
554	1.229
555	1.174
556	1.459
557	1.349
558	1.244
559	0.5
560	0.63
561	0.362
562	0.386
563	0.169
564	1.287
565	0.867
566	0.194
567	0.608
568	0.283
569	0.32
570	0.436
571	0.197
572	0.853
573	0.858
574	1.259
575	1.524
576	0.498
577	0.487
578	0.257
579	0.705
580	0.284
581	0.296
582	0.197
583	0.306
584	0.172
585	0.436
586	0.404
587	0.9
588	0.862
589	1.233
590	1.149
591	0.958
592	0.91
593	0.281
594	0.647
595	0.771
596	0.298
597	0.349
598	0.668
599	0.749
600	0.878
601	0.189
602	0.321
603	0.439
604	0.411
605	0.273
606	0.259
607	0.172
608	0.299
609	0.323
610	0.385
611	0.222
612	0.423
613	0.287
614	0.251
615	0.638
616	0.314
617	0.421
618	0.672
619	0.242
620	0.304
621	0.41
622	0.34
623	0.423
624	0.346
625	0.552
626	0.534
627	0.442
628	0.484
629	0.469
630	0.711
631	0.199
632	0.158
633	0.368
634	0.325
635	0.317
636	0.392
637	0.304
638	0.367
639	0.602
640	0.329
641	0.401
642	0.443
643	0.596
644	0.346
645	0.503
646	0.647
647	0.601
648	0.813
649	1.077
650	0.324
651	0.159
652	0.245
653	0.271
654	0.281
655	0.542
656	0.789
657	0.879
658	1.14
659	1.196
660	0.449
661	0.418
662	0.388
663	0.272
664	0.581
665	0.316
666	0.37
667	0.439
668	0.443
669	0.166
670	0.166
671	0.18
672	0.368
673	0.168
674	0.22
675	0.189
676	0.304
677	0.317
678	0.6
679	0.428
680	0.242
681	0.599
682	0.537
683	0.208
684	0.4
685	0.291
686	0.347
687	0.397
688	0.468
689	0.67
690	0.642
691	0.157
692	0.352
693	0.435
694	0.242
695	0.208
696	0.192
697	0.165
698	0.419
699	0.274
700	0.849
701	0.884
702	0.895
703	0.16
704	0.228
705	0.171
706	0.436
707	0.547
708	0.299
709	0.256
710	0.433
711	0.406
712	0.157
713	0.3
714	0.204
715	0.378
716	0.394
717	0.16
718	0.436
719	0.409
720	0.368
721	1.133
722	0.201
723	0.198
724	0.387
725	0.636
726	0.561
727	0.817
728	0.319
729	0.256
730	0.213
731	0.172
732	0.279
733	0.229
734	0.243
735	0.315
736	0.666
737	0.593
738	0.701
739	1.083
740	1.174
741	0.39
742	0.425
743	0.626
744	0.346
745	0.185
746	0.459
747	0.712
748	0.826
749	0.407
750	0.159
751	0.504
752	1.01
753	0.397
754	0.29
755	0.383
756	0.447
757	0.891
758	0.252
759	0.315
760	0.595
761	0.252
762	0.411
763	0.576
764	0.727
765	0.442
766	0.257
767	0.345
768	0.353
769	0.155
770	0.39
771	0.716
772	0.414
773	0.686
774	0.303
775	0.38
776	0.406
777	0.719
778	0.676
779	0.751
780	0.244
781	0.65
782	0.265
783	0.415
784	0.406
785	0.581
786	0.884
787	0.467
788	0.734
789	0.854
790	0.694
791	0.97
792	0.288
793	0.246
794	0.426
795	0.547
796	0.177
797	0.438
798	0.415
799	0.219
800	0.529
801	0.402
802	0.395
803	0.429
804	0.54
805	0.835
806	0.629
807	0.555
808	0.909
809	0.232
810	0.678
811	0.188
812	0.196
813	0.447
814	0.292
815	0.679
816	0.695
817	0.937
818	0.285
819	0.298
820	0.275
821	0.154
822	0.638
823	0.7
824	0.187
825	0.713
826	0.81
827	0.376
828	0.671
829	0.88
830	0.439
831	0.406
832	0.266
833	0.586
834	0.407
835	0.154
836	0.242
837	0.272
838	0.273
839	0.535
840	0.492
841	0.303
842	0.153
843	0.182
844	0.389
845	0.609
846	0.41
847	0.361
848	0.162
849	0.746
850	0.911
851	0.981
852	0.323
853	0.249
854	0.389
855	0.318
856	0.391
857	0.638
858	1.056
859	0.208
860	0.548
861	0.416
862	0.358
863	0.277
864	0.279
865	0.383
866	0.318
867	0.303
868	0.241
869	0.194
870	0.594
871	0.337
872	0.411
873	0.303
874	0.411
875	0.443
876	0.315
877	0.424
878	1.156
879	0.616
880	0.744
881	0.449
882	0.209
883	0.423
884	0.253
885	0.437
886	0.555
887	0.397
888	0.173
889	0.449
890	0.437
891	0.612
892	0.533
893	0.659
894	0.268
895	0.414
896	0.34
897	0.611
898	0.183
899	0.398
900	0.498
901	0.585
902	0.729
903	0.566
904	0.169
905	0.172
906	0.237
907	0.47
908	0.433
909	0.503
910	0.442
911	0.317
912	0.316
913	0.255
914	0.355
915	0.575
916	0.362
917	0.405
918	0.579
919	0.748
920	0.461
921	0.451
922	0.219
923	0.258
924	0.223
925	0.624
926	0.221
927	0.301
928	0.39
929	0.162
930	0.313
931	0.395
932	0.322
933	0.334
934	0.272
935	0.519
936	0.334
937	0.427
938	0.513
939	0.585
940	0.505
941	0.632
942	0.226
943	0.162
944	0.296
945	0.477
946	0.364
947	0.309
948	0.599
949	0.216
950	0.209
951	0.239
952	0.427
953	1.037
954	1.325
955	1.181
956	1.296
957	0.69
958	0.898
959	1.013
960	0.368
961	0.722
962	0.588
963	0.41
964	0.266
965	0.414
966	0.318
967	0.407
968	0.674
969	0.209
970	0.458
971	0.241
972	0.309
973	0.46
974	0.155
975	0.298
976	0.549
977	0.242
978	0.459
979	0.717
980	0.189
981	0.376
982	0.618
983	0.157
984	0.408
985	0.604
986	0.212
987	0.344
988	0.473
989	0.401
990	0.238
991	0.375
992	0.592
993	0.795
994	0.272
995	0.207
996	0.338
997	0.536
998	0.458
999	0.172
1000	0.418
