seq	C	
337	1.529
338	2.108
339	2.116
340	2.609
341	1.276
342	0.592
343	0.861
344	1.85
345	0.76
346	1.151
347	0.848
348	1.777
349	2.502
350	3.012
351	2.649
352	2.675
353	2.219
354	1.585
355	0.446
356	1.227
357	0.74
358	0.259
359	0.702
360	0.784
361	1.13
362	0.927
363	1.656
364	1.037
365	0.522
366	0.646
367	0.842
368	2.454
369	1.929
370	0.976
371	1.189
372	1.261
373	0.587
374	0.88
375	1.137
376	0.802
377	0.841
378	0.407
379	0.649
380	0.876
381	0.985
382	0.61
383	1.041
384	1.29
385	0.926
386	0.475
387	0.749
388	0.498
389	0.195
390	0.441
391	0.737
392	1.284
393	1.039
394	0.742
395	0.861
396	0.427
397	0.499
398	1.542
399	1.42
400	0.324
401	0.537
402	0.655
403	1.794
404	1.987
405	2.664
406	2.923
407	3.183
408	3.632
409	1.912
410	1.61
411	1.197
412	1.292
413	1.349
414	1.16
415	1.474
416	2.082
417	2.509
418	1.105
419	1.921
420	2.111
421	1.951
422	2.042
423	2.465
424	1.555
425	1.376
426	0.652
427	0.488
428	0.892
429	1.422
430	2.12
431	2.243
432	2.594
433	2.887
434	1.931
435	1.609
436	2.33
437	0.219
438	0.467
439	0.893
440	0.499
441	0.984
442	2.208
443	2.13
444	1.479
445	0.304
446	0.257
447	0.293
448	0.397
449	0.262
450	0.561
451	0.765
452	0.907
453	1.776
454	2.657
455	2.111
456	1.881
457	2.519
458	2.803
459	2.546
460	2.657
461	2.824
462	3.655
463	3.315
464	0.235
465	0.48
466	0.667
467	1.215
468	0.387
469	0.516
470	0.315
471	0.693
472	0.999
473	0.684
474	0.641
475	1.642
476	1.096
477	2.447
478	1.652
479	0.204
480	0.24
481	0.268
482	0.446
483	0.929
484	1.524
485	2.118
486	1.962
487	2.845
488	3.266
489	3.6
490	4.314
491	4.134
492	4.603
493	2.733
494	1.224
495	2.4
496	0.517
497	0.777
498	0.527
499	0.956
500	0.294
501	0.353
502	0.478
503	1.094
504	0.913
505	1.121
506	2.155
507	3.962
508	3.018
509	2.197
510	2.258
511	1.793
512	0.179
513	1.771
514	2.435
515	1.459
516	1.824
517	2.719
518	2.811
519	2.043
520	1.824
521	1.573
522	1.803
523	1.837
524	2.532
525	2.825
526	2.349
527	3.186
528	1.599
529	2.62
530	0.985
531	0.959
532	1.216
533	0.889
534	1.175
535	1.058
536	0.835
537	0.931
538	0.374
539	0.235
540	0.222
541	0.784
542	2.536
543	0.8
544	0.999
545	0.21
546	0.831
547	0.548
548	0.411
549	0.176
550	1.403
551	1.712
552	1.808
553	1.984
554	0.575
555	1.545
556	0.678
557	0.572
558	0.434
559	1.26
560	1.929
561	0.79
562	0.65
563	0.837
564	0.345
565	0.64
566	2.008
567	1.778
568	1.383
569	0.871
570	0.859
571	1.022
572	1.145
573	2.041
574	2.857
575	3.398
576	2.741
577	2.886
578	3.738
579	4.066
580	3.958
581	3.932
582	5.38
583	5.627
584	5.266
585	7.631
586	9.055
587	8.409
588	8.88
589	9.777
590	9.655
591	9.882
592	10.519
593	10.956
594	11.342
595	11.554
596	9.672
597	8.735
598	9.279
599	10.435
600	11.853
601	11.756
602	12.344
603	9.221
604	8.548
605	9.294
606	10.134
607	10.493
608	10.756
609	10.697
610	10.952
611	11.754
612	11.319
613	11.353
614	9.935
615	10.556
616	9.288
617	9.256
618	7.063
619	6.909
620	5.333
621	3.982
622	3.107
623	2.746
624	2.702
625	1.094
626	1.256
627	1.394
628	1.392
629	0.805
630	1.757
631	2.881
632	3.709
633	4.835
634	4.151
635	4.038
636	4.614
637	4.918
638	4.96
639	5.054
640	4.552
641	5.138
642	4.093
643	0.497
644	0.263
645	0.716
646	1.354
647	0.584
648	0.563
649	1.094
650	0.762
651	0.918
652	1.359
653	0.664
654	1.363
655	1.342
656	1.422
657	0.901
658	1.131
659	2.2
660	2.439
661	2.424
662	1.524
663	2.316
664	0.714
665	0.488
666	0.315
667	0.974
668	1.428
669	1.596
670	1.234
671	0.581
672	0.727
673	0.37
674	1.267
675	1.308
676	1.302
677	1.207
678	1.423
679	1.513
680	0.322
681	1.462
682	0.566
683	0.813
684	0.68
685	0.349
686	0.249
687	1.222
688	1.289
689	0.506
690	1.45
691	1.993
692	3.006
693	2.915
694	1.129
695	0.679
696	0.325
697	0.298
698	0.532
699	0.435
700	0.708
701	0.289
702	0.651
703	1.113
704	0.813
705	0.507
706	0.338
707	0.366
708	0.462
709	0.378
710	0.449
711	0.68
712	1.703
713	0.6
714	0.755
715	0.822
716	0.595
717	2.081
718	2.604
719	2.516
720	2.955
721	2.959
722	1.425
723	0.237
724	0.156
725	0.675
726	0.78
727	1.428
728	0.3
729	1.583
730	0.731
731	0.691
732	0.433
733	0.555
734	0.288
735	0.388
736	0.684
737	0.65
738	0.843
739	0.366
740	0.277
741	0.505
742	0.495
743	0.266
744	0.943
745	0.547
746	0.326
747	1.029
748	0.652
749	2.72
750	2.456
751	2.85
752	2.101
753	1.318
754	1.771
755	1.339
756	0.88
757	1.165
758	0.19
759	0.75
760	0.359
761	0.936
762	0.287
763	0.263
764	0.253
765	0.645
766	0.341
767	0.246
768	0.613
769	0.271
770	1.199
771	1.07
772	1.762
773	2.216
774	3.025
775	3.325
776	4.327
777	3.786
778	4.312
779	4.76
780	4.526
781	2.845
782	3.372
783	3.836
784	2.505
785	2.88
786	2.883
787	2.912
788	1.384
789	0.287
790	0.186
791	0.293
792	1.021
793	1.434
794	1.041
795	1.633
796	2.195
797	2.253
798	2.63
799	2.349
800	2.459
801	2.7
802	2.824
803	1.579
804	1.761
805	1.9
806	2.592
807	3.177
808	3.207
809	3.135
810	3.543
811	4.813
812	4.659
813	5.102
814	5.58
815	5.111
816	5.188
817	6.245
818	6.474
819	4.328
820	3.115
821	1.546
822	0.822
823	0.656
824	0.307
825	0.46
826	0.501
827	1.99
828	0.71
829	1.41
830	2.284
831	2.72
832	3.227
833	3.23
834	2.472
835	2.353
836	1.684
837	1.19
838	0.427
839	0.184
840	0.514
841	0.621
842	1.34
843	0.943
844	1.471
845	2.584
846	2.348
847	2.736
848	2.18
849	1.447
850	1.193
851	0.541
852	0.449
853	0.215
854	0.468
855	0.702
856	1.458
857	1.879
858	1.972
859	0.886
860	1.445
861	1.822
862	1.303
863	1.697
864	0.84
865	1.097
866	1.315
867	0.709
868	1.06
869	0.959
870	1.2
871	1.143
872	1.276
873	0.281
874	0.83
875	0.73
876	1.266
877	2.125
878	0.55
879	1.89
880	2.137
881	1.979
882	2.812
883	4.19
884	4.159
885	4.113
886	4.292
887	3.874
888	3.434
889	2.772
890	2.641
891	3.045
892	0.945
893	0.453
894	0.472
895	0.457
896	0.157
897	1.259
898	0.863
899	2.256
900	0.913
901	0.997
902	0.668
903	0.595
904	0.738
905	1.268
906	1.501
907	1.295
908	0.685
909	1.134
910	0.169
911	0.509
912	1.016
913	0.301
914	0.596
915	0.678
916	0.598
917	0.89
918	0.582
919	0.437
920	0.881
921	1.424
922	0.219
923	0.482
924	0.716
925	0.529
926	1.078
927	1.396
928	1.96
929	2.233
930	3.021
931	3.121
932	3.4
933	2.578
934	0.903
935	1.143
936	0.875
937	1.027
938	1.528
939	2.485
940	0.603
941	0.285
942	1.944
943	0.378
944	0.255
945	0.44
946	0.888
947	2.998
948	3.306
949	2.126
950	2.878
951	1.58
952	1.153
953	1.753
954	0.938
955	0.517
956	0.821
957	0.266
958	1.75
959	1.008
960	1.256
961	1.959
962	1.542
963	1.397
964	0.719
965	0.363
966	0.419
967	0.441
968	1.112
969	1.083
970	1.035
971	1.22
972	1.17
973	1.82
974	2.199
975	2.772
976	2.702
977	2.678
978	2.429
979	2.138
980	2.085
981	3.244
982	3.188
983	3.562
984	5.038
985	5.26
986	4.33
987	3.639
988	3.478
989	3.23
990	2.494
991	2.84
992	3.968
993	3.949
994	4.018
995	3.79
996	3.457
997	3.71
998	1.542
999	1.834
1000	2.101
