Time	Node	AppId	Type	Name	Seqno	HopCount
0	C	257	C_Interest	/prefix	-1	0
0	P	257	P_GData	/prefix	1	0
0.150062	P	257	P_Interest	/prefix	-1	-1
2.86496	P	257	P_GData	/prefix	2	0
2.86496	P	257	P_Data	/prefix/%FE%02	2	0
3.0175	C	257	C_Data	/prefix/%FE%02	2	3
4.19471	P	257	P_GData	/prefix	3	0
4.19471	P	257	P_Data	/prefix/%FE%03	3	0
4.34725	C	257	C_Data	/prefix/%FE%03	3	3
6.44823	P	257	P_GData	/prefix	4	0
6.44823	P	257	P_Data	/prefix/%FE%04	4	0
6.60078	C	257	C_Data	/prefix/%FE%04	4	3
7.82711	P	257	P_GData	/prefix	5	0
7.82711	P	257	P_Data	/prefix/%FE%05	5	0
7.97965	C	257	C_Data	/prefix/%FE%05	5	3
10.7703	P	257	P_GData	/prefix	6	0
10.7703	P	257	P_Data	/prefix/%FE%06	6	0
10.9228	C	257	C_Data	/prefix/%FE%06	6	3
11.922	P	257	P_GData	/prefix	7	0
11.922	P	257	P_Data	/prefix/%FE%07	7	0
12.0745	C	257	C_Data	/prefix/%FE%07	7	3
12.1868	P	257	P_GData	/prefix	8	0
12.1868	P	257	P_Data	/prefix/%FE%08	8	0
12.3216	P	257	P_GData	/prefix	9	0
12.3216	P	257	P_Data	/prefix/%FE%09	9	0
12.3393	C	257	C_Data	/prefix/%FE%08	8	3
12.4741	C	257	C_Data	/prefix/%FE%09	9	3
13.0525	P	257	P_GData	/prefix	10	0
13.0525	P	257	P_Data	/prefix/%FE%0A	10	0
13.5809	P	257	P_GData	/prefix	11	0
13.5809	P	257	P_Data	/prefix/%FE%0B	11	0
13.7335	C	257	C_Data	/prefix/%FE%0B	11	3
13.7958	P	257	P_GData	/prefix	12	0
13.7958	P	257	P_Data	/prefix/%FE%0C	12	0
13.9484	C	257	C_Data	/prefix/%FE%0C	12	3
15.2178	P	257	P_GData	/prefix	13	0
15.2178	P	257	P_Data	/prefix/%FE%0D	13	0
15.3704	C	257	C_Data	/prefix/%FE%0D	13	3
16.9603	P	257	P_GData	/prefix	14	0
16.9603	P	257	P_Data	/prefix/%FE%0E	14	0
17.1129	C	257	C_Data	/prefix/%FE%0E	14	3
19.5785	P	257	P_GData	/prefix	15	0
19.5785	P	257	P_Data	/prefix/%FE%0F	15	0
